batsman_id,runs,balls_faced,Fours,Sixes,inning,average_runs,strike_rate,average_fours,average_sixes,bat_performance_score
2954769.0,1982,1467,154.0,94.0,53,3.3690294067652555,2.2517609634174054,2.0754716981132075,4.433962264150944,3.9977565889300197
3500972.0,113,85,13.0,4.0,3,3.393393393393393,2.215686274509804,3.095238095238095,3.333333333333333,3.988825437220784
3967648.0,313,217,36.0,6.0,8,3.5247747747747744,2.403993855606759,3.2142857142857144,1.875,3.973230522680824
2943002.0,38,26,4.0,1.0,1,3.423423423423423,2.4358974358974357,2.857142857142857,2.5,3.954219003307362
4377673.0,70,49,8.0,3.0,2,3.153153153153153,2.380952380952381,2.857142857142857,3.75,3.9188768010647395
3163642.0,195,155,11.0,8.0,5,3.513513513513513,2.096774193548387,1.5714285714285716,4.0,3.907399025889728
5043268.0,257,177,30.0,6.0,7,3.3075933075933075,2.4199623352165727,3.061224489795918,2.142857142857143,3.850654319803874
4172706.0,327,248,26.0,13.0,9,3.2732732732732734,2.1975806451612905,2.0634920634920637,3.611111111111111,3.8017644036057834
3834256.0,705,494,54.0,38.0,21,3.0244530244530243,2.3785425101214575,1.8367346938775513,4.523809523809524,3.7997363586582074
6694190.0,84,40,9.0,4.0,3,2.5225225225225225,3.5000000000000004,2.142857142857143,3.333333333333333,3.795801812632108
2944514.0,74,62,6.0,3.0,2,3.333333333333333,1.9892473118279572,2.142857142857143,3.75,3.7876313565134088
2214792.0,96,56,12.0,3.0,3,2.8828828828828827,2.857142857142857,2.857142857142857,2.5,3.763164085744731
7491224.0,2025,1473,197.0,67.0,57,3.200568990042674,2.291242362525458,2.4686716791979952,2.93859649122807,3.7553111823905048
2721627.0,399,303,30.0,15.0,11,3.267813267813268,2.1947194719471947,1.948051948051948,3.4090909090909087,3.7548501177290423
5958840.0,589,380,61.0,24.0,18,2.947947947947948,2.5833333333333335,2.4206349206349205,3.333333333333333,3.7499827350224733
4497730.0,377,246,24.0,24.0,12,2.83033033033033,2.55420054200542,1.4285714285714286,5.0,3.7498654588929274
5061748.0,988,632,73.0,54.0,31,2.871258355129323,2.6054852320675104,1.6820276497695854,4.354838709677419,3.7454559738607327
2082044.0,1473,1020,127.0,76.0,45,2.948948948948949,2.406862745098039,2.0158730158730163,4.222222222222222,3.7446346956288385
8369661.0,36,26,7.0,0.0,1,3.243243243243243,2.307692307692308,5.0,0.0,3.736119332192264
7422673.0,1891,1391,185.0,67.0,54,3.1548214881548216,2.26575605080278,2.4470899470899474,3.1018518518518516,3.733599878150204
393371.0,432,353,46.0,14.0,12,3.243243243243243,2.039660056657224,2.738095238095238,2.916666666666667,3.7162917973958582
8392131.0,58,33,6.0,3.0,2,2.6126126126126126,2.9292929292929295,2.142857142857143,3.75,3.683608655558165
9373230.0,14,4,2.0,1.0,1,1.2612612612612613,5.833333333333334,1.4285714285714286,2.5,3.6824241592825047
8438926.0,622,383,58.0,35.0,21,2.6683826683826686,2.7067014795474327,1.9727891156462585,4.166666666666667,3.6647117773981646
1539236.0,1580,1147,192.0,40.0,46,3.0943987465726597,2.2958442313281027,2.981366459627329,2.1739130434782608,3.6532047144023885
313809.0,2740,1936,249.0,113.0,83,2.9740583957451423,2.358815426997245,2.142857142857143,3.4036144578313254,3.6503373540697894
4888344.0,179,150,20.0,5.0,5,3.2252252252252247,1.988888888888889,2.857142857142857,2.5,3.644591736597347
8058896.0,36,31,4.0,1.0,1,3.243243243243243,1.9354838709677422,2.857142857142857,2.5,3.635281082233984
1663885.0,669,475,58.0,33.0,21,2.8700128700128698,2.3473684210526318,1.9727891156462585,3.9285714285714284,3.6238254159480787
9009482.0,66,49,5.0,3.0,2,2.972972972972973,2.2448979591836733,1.7857142857142858,3.75,3.602813249176704
2104339.0,224,189,22.0,4.0,6,3.3633633633633635,1.9753086419753085,2.619047619047619,1.6666666666666665,3.5886310407114523
4239038.0,1083,697,84.0,58.0,36,2.71021021021021,2.5896700143472025,1.6666666666666667,4.027777777777778,3.586778668978278
1776627.0,2107,1611,208.0,56.0,61,3.1118003249150785,2.17980550382785,2.4355971896955504,2.2950819672131146,3.5621615854150535
8384039.0,33,25,4.0,1.0,1,2.972972972972973,2.2,2.857142857142857,2.5,3.561220286605981
8228436.0,98,83,5.0,6.0,3,2.942942942942943,1.9678714859437751,1.1904761904761905,5.0,3.559467378727589
3023320.0,1305,856,106.0,95.0,47,2.5014376078205864,2.54088785046729,1.6109422492401215,5.053191489361702,3.557499688390034
2104332.0,557,410,66.0,16.0,17,2.951775304716481,2.264227642276423,2.773109243697479,2.3529411764705883,3.5420482483612186
2653993.0,2312,1748,259.0,47.0,67,3.108780422213258,2.204424103737605,2.761194029850746,1.7537313432835822,3.541316662878642
8991730.0,25,14,2.0,2.0,1,2.2522522522522523,2.9761904761904763,1.4285714285714286,5.0,3.5341873630793685
249087.0,535,376,42.0,31.0,18,2.6776776776776776,2.37145390070922,1.6666666666666667,4.305555555555555,3.5151435889750675
2981614.0,1699,1170,154.0,80.0,56,2.7332689832689834,2.42022792022792,1.9642857142857144,3.5714285714285716,3.5135198697611045
2076192.0,3188,2232,345.0,90.0,99,2.901082901082901,2.3805256869773,2.4891774891774894,2.2727272727272725,3.5063705269861294
7883588.0,37,30,5.0,0.0,1,3.333333333333333,2.055555555555556,3.5714285714285716,0.0,3.5058215899730625
325814.0,844,555,82.0,27.0,27,2.8161494828161495,2.5345345345345347,2.1693121693121693,2.5,3.4990370944866815
6718326.0,2197,1307,213.0,117.0,80,2.474099099099099,2.8015812292782454,1.9017857142857144,3.65625,3.4963300939331132
2437021.0,2602,2066,276.0,45.0,74,3.167762356951546,2.0990642142626657,2.664092664092664,1.5202702702702702,3.4946163304263957
2331475.0,1329,939,107.0,84.0,46,2.6028202115158634,2.3588924387646433,1.6614906832298137,4.565217391304348,3.4942338248469866
46794.0,615,457,56.0,22.0,19,2.9160739687055477,2.242888402625821,2.1052631578947367,2.8947368421052633,3.493111713230051
8127230.0,661,476,64.0,32.0,22,2.706797706797707,2.3144257703081235,2.077922077922078,3.6363636363636367,3.477513156995048
7401806.0,46,25,1.0,5.0,2,2.072072072072072,3.066666666666667,0.35714285714285715,6.25,3.4743202027914517
2436125.0,178,168,16.0,5.0,5,3.2072072072072073,1.765873015873016,2.285714285714286,2.5,3.46792935993497
6200214.0,8,2,0.0,1.0,1,0.7207207207207207,6.666666666666667,0.0,2.5,3.4658361025822457
4403531.0,1489,1091,135.0,62.0,48,2.7946696696696693,2.274671555148182,2.0089285714285716,3.229166666666667,3.45678828589819
1907163.0,1738,1229,153.0,75.0,57,2.746957483799589,2.356929753186873,1.9172932330827068,3.2894736842105265,3.453719299308981
3775141.0,222,152,13.0,16.0,8,2.5,2.4342105263157894,1.1607142857142858,5.0,3.4472137566918697
8058959.0,1228,808,159.0,49.0,43,2.5728053635030377,2.533003300330033,2.6411960132890364,2.8488372093023258,3.445849398443875
164233.0,457,307,55.0,13.0,15,2.7447447447447444,2.48099891422367,2.619047619047619,2.166666666666667,3.4457650629261156
3890963.0,1285,878,109.0,35.0,40,2.894144144144144,2.439255884586181,1.9464285714285716,2.1875,3.441779529049942
8820496.0,212,125,23.0,11.0,8,2.3873873873873874,2.8266666666666667,2.053571428571429,3.4375,3.4398664683517417
197133.0,261,195,17.0,17.0,9,2.6126126126126126,2.230769230769231,1.3492063492063493,4.722222222222222,3.4290841555918696
3136531.0,89,66,10.0,4.0,3,2.6726726726726726,2.2474747474747474,2.380952380952381,3.333333333333333,3.428191128050876
1884973.0,1509,1177,167.0,37.0,46,2.9553466509988247,2.1367884451996604,2.5931677018633543,2.0108695652173916,3.424349033931451
5452754.0,402,280,27.0,24.0,14,2.586872586872587,2.392857142857143,1.3775510204081634,4.285714285714286,3.4223659214642987
1941743.0,462,344,41.0,19.0,15,2.774774774774775,2.238372093023256,1.9523809523809526,3.1666666666666665,3.41331590801567
173277.0,261,242,19.0,12.0,8,2.939189189189189,1.797520661157025,1.6964285714285714,3.75,3.390332850042145
3062149.0,74,66,9.0,0.0,2,3.333333333333333,1.8686868686868685,3.2142857142857144,0.0,3.383969933759555
1749075.0,3039,2001,338.0,128.0,108,2.535035035035035,2.5312343828085955,2.235449735449736,2.962962962962963,3.3813514026423
8488801.0,39,39,4.0,0.0,1,3.513513513513513,1.6666666666666667,2.857142857142857,0.0,3.3756978778016644
7421434.0,340,274,37.0,5.0,10,3.063063063063063,2.0681265206812656,2.6428571428571432,1.25,3.37408357818673
6718802.0,362,281,32.0,9.0,11,2.964782964782964,2.1470937129300123,2.077922077922078,2.0454545454545454,3.3708997730000663
1722048.0,521,423,48.0,15.0,16,2.9335585585585586,2.052797478329393,2.142857142857143,2.34375,3.360838257719133
7341704.0,654,526,57.0,26.0,21,2.8056628056628057,2.0722433460076046,1.9387755102040818,3.0952380952380953,3.35635922336851
8059029.0,556,429,50.0,13.0,17,2.946475887652358,2.1600621600621603,2.100840336134454,1.9117647058823528,3.3492045595007403
178443.0,413,328,27.0,16.0,13,2.862092862092862,2.0985772357723578,1.4835164835164836,3.076923076923077,3.341432680792309
7507429.0,239,206,18.0,6.0,7,3.075933075933076,1.9336569579288025,1.8367346938775513,2.142857142857143,3.340581943718074
4231702.0,1653,1221,151.0,78.0,57,2.6126126126126126,2.2563472563472566,1.8922305764411027,3.4210526315789473,3.3386115957903075
4635658.0,1772,1160,181.0,63.0,62,2.5748328974135424,2.5459770114942533,2.0852534562211984,2.540322580645161,3.3375870605845623
4896450.0,104,93,13.0,1.0,3,3.123123123123123,1.8637992831541217,3.095238095238095,0.8333333333333333,3.337310009254994
2958164.0,1136,773,103.0,36.0,38,2.6932195353247983,2.449331608451919,1.9360902255639099,2.3684210526315788,3.3350553873631457
7694581.0,1691,1109,158.0,95.0,64,2.380349099099099,2.5413285241959724,1.7633928571428572,3.7109375,3.3193162434615524
1870357.0,709,531,55.0,25.0,23,2.7771249510379943,2.2253609541745134,1.7080745341614907,2.717391304347826,3.3176050778715678
3694445.0,31,19,4.0,0.0,1,2.7927927927927927,2.719298245614035,2.857142857142857,0.0,3.316520075950208
1626526.0,2727,1992,235.0,116.0,93,2.641673931996513,2.2816265060240966,1.8049155145929339,3.118279569892473,3.3161805378968836
3029494.0,395,309,22.0,19.0,13,2.737352737352737,2.1305285868392665,1.2087912087912087,3.6538461538461537,3.311472769526392
5043310.0,1435,1049,155.0,59.0,50,2.5855855855855854,2.279949157928186,2.2142857142857144,2.9499999999999997,3.310287684405558
197658.0,1280,1016,143.0,34.0,41,2.8125686662272025,2.099737532808399,2.491289198606272,2.073170731707317,3.3095514278655647
227793.0,120,94,14.0,4.0,4,2.7027027027027026,2.1276595744680855,2.5,2.5,3.305565121685202
2286472.0,1849,1329,182.0,81.0,65,2.5627165627165627,2.3187860546777026,2.0,3.1153846153846154,3.3040825004264387
7864009.0,530,373,58.0,23.0,19,2.513039355144618,2.368185880250224,2.180451127819549,3.026315789473684,3.3029135384711674
4888246.0,22,10,2.0,1.0,1,1.981981981981982,3.666666666666667,1.4285714285714286,2.5,3.297862879910566
9098571.0,143,81,16.0,8.0,6,2.147147147147147,2.94238683127572,1.9047619047619047,3.333333333333333,3.292885262653067
3164321.0,188,146,25.0,3.0,6,2.8228228228228227,2.146118721461187,2.9761904761904763,1.25,3.289920362006281
4203499.0,1993,1432,162.0,79.0,68,2.640434552199258,2.3195996275605215,1.7016806722689075,2.9044117647058827,3.288380644649533
8058924.0,261,169,21.0,15.0,10,2.3513513513513513,2.57396449704142,1.5,3.75,3.283280350817302
3167317.0,177,160,19.0,1.0,5,3.189189189189189,1.84375,2.7142857142857144,0.5,3.2783453910733007
6381962.0,2033,1315,165.0,95.0,75,2.4420420420420417,2.576679340937896,1.5714285714285716,3.1666666666666665,3.276601003178043
1655436.0,2496,1880,241.0,86.0,84,2.676962676962677,2.2127659574468086,2.0493197278911564,2.5595238095238093,3.2704418708076357
8033304.0,141,92,19.0,3.0,5,2.5405405405405403,2.5543478260869565,2.7142857142857144,1.5,3.263547946821317
2380454.0,416,370,44.0,11.0,13,2.8828828828828827,1.873873873873874,2.4175824175824174,2.1153846153846154,3.2620836239349567
8110185.0,52,31,9.0,1.0,2,2.3423423423423424,2.795698924731183,3.2142857142857144,1.25,3.2612990896934257
5001170.0,1059,758,57.0,67.0,39,2.4462924462924462,2.3284960422163588,1.043956043956044,4.294871794871795,3.260327726942832
1585457.0,1761,1339,145.0,86.0,62,2.5588491717523976,2.19193427931292,1.6705069124423964,3.467741935483871,3.254023610413311
2827327.0,2523,1736,152.0,164.0,96,2.36768018018018,2.4222350230414746,1.130952380952381,4.270833333333333,3.2538369510726204
6282856.0,2096,1356,227.0,94.0,80,2.3603603603603602,2.576204523107178,2.0267857142857144,2.9375,3.252218376931356
5769126.0,122,90,15.0,2.0,4,2.7477477477477477,2.2592592592592595,2.678571428571429,1.25,3.2456311250140137
3057312.0,1558,1001,114.0,79.0,59,2.3789891586501755,2.594072594072594,1.3801452784503632,3.347457627118644,3.2402775505445054
5053082.0,831,492,65.0,54.0,35,2.138996138996139,2.815040650406504,1.326530612244898,3.857142857142857,3.229524271541366
4817000.0,569,415,42.0,18.0,19,2.6979611190137502,2.285140562248996,1.5789473684210529,2.3684210526315788,3.2253843756964082
8250115.0,790,671,76.0,20.0,25,2.8468468468468466,1.9622454048683557,2.1714285714285717,2.0,3.225358261690545
7494668.0,767,532,48.0,53.0,30,2.303303303303303,2.4028822055137846,1.142857142857143,4.416666666666666,3.224334311217016
3540424.0,379,245,24.0,24.0,15,2.2762762762762763,2.578231292517007,1.142857142857143,4.0,3.2209148209949654
2115896.0,334,212,35.0,15.0,13,2.314622314622315,2.6257861635220126,1.9230769230769234,2.884615384615384,3.220812582266974
3729970.0,203,200,19.0,4.0,6,3.0480480480480483,1.6916666666666667,2.261904761904762,1.6666666666666665,3.218907206144233
2654014.0,2501,1834,248.0,89.0,88,2.5604013104013106,2.2728098873137044,2.012987012987013,2.5284090909090913,3.2080226172359194
4873700.0,705,556,94.0,10.0,23,2.761457109283196,2.113309352517986,2.9192546583850936,1.0869565217391304,3.2069063294449474
3298427.0,903,654,97.0,23.0,31,2.6242371403661724,2.3012232415902143,2.2350230414746544,1.8548387096774195,3.2017670306133788
2097017.0,1208,763,84.0,66.0,48,2.2672672672672673,2.638706858890345,1.25,3.4375,3.1785637042048123
2220924.0,150,87,10.0,13.0,7,1.9305019305019302,2.8735632183908044,1.0204081632653061,4.642857142857143,3.1781000235252375
5959834.0,1347,1000,138.0,48.0,48,2.528153153153153,2.245,2.053571428571429,2.5,3.1771536994818903
2436944.0,148,114,18.0,3.0,5,2.6666666666666665,2.1637426900584797,2.5714285714285716,1.5,3.1727261116793852
4949804.0,530,356,49.0,22.0,20,2.3873873873873874,2.4812734082397006,1.7500000000000002,2.75,3.170703615666346
7412936.0,83,66,4.0,5.0,3,2.4924924924924925,2.095959595959596,0.9523809523809523,4.166666666666667,3.16919422108763
7491294.0,1155,808,110.0,54.0,44,2.364864864864865,2.3824257425742577,1.7857142857142858,3.0681818181818183,3.1633666826965263
8329159.0,220,151,29.0,5.0,8,2.4774774774774775,2.4282560706401766,2.5892857142857144,1.5625,3.1631600435065876
6460600.0,455,321,44.0,19.0,17,2.4112347641759406,2.3624091381100727,1.8487394957983194,2.7941176470588234,3.1581567925998346
2275195.0,2356,1543,229.0,103.0,92,2.307089698394046,2.544826096349104,1.7779503105590064,2.798913043478261,3.152916502270017
5515922.0,794,612,71.0,16.0,26,2.7512127512127513,2.162309368191721,1.9505494505494507,1.5384615384615385,3.150953160028319
3294444.0,1675,1182,132.0,93.0,65,2.3215523215523217,2.361816130851664,1.4505494505494505,3.576923076923077,3.1494501345919184
6625184.0,155,140,19.0,3.0,5,2.7927927927927927,1.8452380952380953,2.7142857142857144,1.5,3.1485580952621626
5406064.0,1021,646,113.0,43.0,41,2.243462975170292,2.6341589267285865,1.9686411149825782,2.6219512195121952,3.148082773871476
82228.0,865,641,68.0,28.0,30,2.5975975975975976,2.249089963598544,1.619047619047619,2.3333333333333335,3.1450628462135293
222263.0,98,82,9.0,1.0,3,2.942942942942943,1.991869918699187,2.142857142857143,0.8333333333333333,3.142258179031689
8012612.0,20,10,3.0,1.0,1,1.8018018018018016,3.3333333333333335,2.142857142857143,2.5,3.140313224464697
2437035.0,200,153,24.0,5.0,7,2.574002574002574,2.178649237472767,2.4489795918367347,1.7857142857142858,3.138824622082722
4421689.0,1097,795,118.0,29.0,39,2.534072534072534,2.29979035639413,2.161172161172161,1.858974358974359,3.1320832135354877
4003390.0,1892,1283,175.0,89.0,74,2.303384465546628,2.4577812418810083,1.6891891891891893,3.0067567567567566,3.1315961700829726
5764576.0,2333,1602,145.0,144.0,93,2.260001937421292,2.4271743653766125,1.1136712749615976,3.870967741935484,3.1289353862729685
9198405.0,25,18,4.0,1.0,1,2.2522522522522523,2.314814814814815,2.857142857142857,2.5,3.12849415233707
2231928.0,1895,1186,177.0,100.0,79,2.161021781274946,2.66301292861158,1.6003616636528029,3.1645569620253164,3.1279919748854956
211658.0,140,145,13.0,1.0,4,3.153153153153153,1.6091954022988506,2.3214285714285716,0.625,3.1254313578877104
4489974.0,899,608,86.0,33.0,34,2.3820879703232642,2.4643640350877196,1.8067226890756303,2.426470588235294,3.1250256972931627
1637320.0,1564,1181,160.0,31.0,53,2.6585075641679414,2.2071690657634773,2.15633423180593,1.4622641509433962,3.1244837428002663
3743151.0,315,249,31.0,10.0,11,2.5798525798525795,2.108433734939759,2.012987012987013,2.2727272727272725,3.1215142883133216
8913862.0,34,37,5.0,0.0,1,3.063063063063063,1.5315315315315317,3.5714285714285716,0.0,3.1176718694250254
9346854.0,121,77,12.0,6.0,5,2.18018018018018,2.619047619047619,1.7142857142857142,3.0,3.1164757223663253
3651472.0,1633,1140,202.0,26.0,58,2.53650201926064,2.3874269005847952,2.4876847290640396,1.1206896551724137,3.113931235049793
238727.0,1634,1216,160.0,74.0,62,2.3743097936646325,2.2395833333333335,1.8433179723502304,2.9838709677419355,3.1091942805002115
9036516.0,311,207,29.0,12.0,12,2.334834834834835,2.50402576489533,1.726190476190476,2.5,3.1085243162199077
3339160.0,579,416,42.0,28.0,22,2.3710073710073707,2.3197115384615388,1.3636363636363638,3.1818181818181817,3.1015118225847536
2436405.0,1361,951,136.0,85.0,57,2.1510984668879405,2.3852085524009814,1.7042606516290726,3.7280701754385963,3.099363938529093
3558316.0,309,238,33.0,9.0,11,2.5307125307125307,2.1638655462184877,2.142857142857143,2.0454545454545454,3.0980391577702036
4223883.0,1733,1277,147.0,82.0,66,2.3655473655473656,2.2618115374575827,1.5909090909090908,3.106060606060606,3.0949416002480192
321698.0,314,263,27.0,5.0,10,2.8288288288288284,1.9898605830164766,1.9285714285714288,1.25,3.0925724354283592
4238975.0,27,21,3.0,1.0,1,2.4324324324324325,2.1428571428571432,2.142857142857143,2.5,3.084777825310785
3200973.0,1143,713,119.0,58.0,49,2.101489244346387,2.6718092566619918,1.7346938775510203,2.9591836734693877,3.082542046815186
1872198.0,233,159,16.0,17.0,10,2.099099099099099,2.442348008385744,1.142857142857143,4.25,3.082362156351942
164569.0,286,214,30.0,6.0,10,2.5765765765765765,2.227414330218069,2.142857142857143,1.5,3.081377829198673
3083891.0,54,40,5.0,2.0,2,2.4324324324324325,2.2500000000000004,1.7857142857142858,2.5,3.0800359566137976
2331013.0,209,156,21.0,9.0,8,2.3536036036036037,2.232905982905983,1.875,2.8125,3.074241708533434
4497646.0,1143,866,96.0,38.0,41,2.5115359261700725,2.1997690531177834,1.6724738675958188,2.3170731707317076,3.0732190777479538
5562962.0,329,264,32.0,6.0,11,2.6945126945126945,2.077020202020202,2.077922077922078,1.3636363636363635,3.0730396613987074
6496118.0,509,309,33.0,30.0,22,2.0843570843570842,2.7454153182308523,1.0714285714285714,3.4090909090909087,3.072159160068854
3500958.0,382,332,37.0,11.0,13,2.647262647262647,1.917670682730924,2.0329670329670333,2.1153846153846154,3.072043127130236
7906968.0,475,341,31.0,22.0,18,2.3773773773773774,2.321603128054741,1.2301587301587302,3.055555555555556,3.072007759757537
2336613.0,86,71,7.0,3.0,3,2.5825825825825826,2.0187793427230045,1.6666666666666667,2.5,3.071809537447686
6988596.0,235,164,25.0,8.0,9,2.3523523523523524,2.388211382113821,1.9841269841269842,2.2222222222222223,3.071388318141417
2073182.0,146,131,13.0,5.0,5,2.6306306306306304,1.8575063613231555,1.8571428571428572,2.5,3.0647589933480104
1506098.0,737,541,96.0,9.0,26,2.5537075537075538,2.270486752926679,2.6373626373626378,0.8653846153846154,3.0647497239544075
8464126.0,19,9,2.0,1.0,1,1.7117117117117115,3.5185185185185186,1.4285714285714286,2.5,3.059430899543101
1945425.0,628,472,58.0,21.0,23,2.4598511555033293,2.2175141242937855,1.8012422360248448,2.282608695652174,3.0584966523185164
1883790.0,268,223,28.0,5.0,9,2.6826826826826826,2.0029895366218238,2.2222222222222223,1.3888888888888888,3.058210402134997
5126064.0,302,206,17.0,16.0,12,2.2672672672672673,2.44336569579288,1.011904761904762,3.333333333333333,3.055313095550572
3010748.0,75,53,2.0,5.0,3,2.2522522522522523,2.358490566037736,0.47619047619047616,4.166666666666667,3.0510535713107894
8406768.0,27,22,3.0,1.0,1,2.4324324324324325,2.0454545454545454,2.142857142857143,2.5,3.0459807177899747
4980926.0,430,376,38.0,15.0,15,2.5825825825825826,1.9060283687943262,1.8095238095238095,2.5,3.045866385874144
3953431.0,122,88,14.0,6.0,5,2.198198198198198,2.310606060606061,2.0,3.0,3.043514635379993
5241564.0,960,715,76.0,32.0,35,2.471042471042471,2.237762237762238,1.5510204081632653,2.2857142857142856,3.041181107300122
3935854.0,569,429,49.0,20.0,21,2.441012441012441,2.210567210567211,1.6666666666666667,2.380952380952381,3.038412687781552
7491189.0,888,578,105.0,35.0,37,2.1621621621621623,2.5605536332179932,2.027027027027027,2.364864864864865,3.038410127662131
4099318.0,86,76,11.0,2.0,3,2.5825825825825826,1.8859649122807018,2.619047619047619,1.6666666666666665,3.0347135248589443
4171495.0,125,120,13.0,2.0,4,2.815315315315315,1.7361111111111114,2.3214285714285716,1.25,3.0346891672277367
2089079.0,2301,1715,257.0,79.0,88,2.3556511056511056,2.2361516034985423,2.086038961038961,2.2443181818181817,3.0294750653467775
7537004.0,371,217,39.0,19.0,17,1.966083730789613,2.849462365591398,1.638655462184874,2.7941176470588234,3.0287463282984253
3759349.0,23,12,4.0,0.0,1,2.072072072072072,3.1944444444444446,2.857142857142857,0.0,3.0273200469553903
3879259.0,150,146,8.0,6.0,5,2.7027027027027026,1.7123287671232879,1.142857142857143,3.0,3.0263269640010795
2875389.0,48,22,2.0,5.0,3,1.4414414414414414,3.6363636363636362,0.47619047619047616,4.166666666666667,3.021785925011731
7907451.0,494,344,58.0,19.0,20,2.225225225225225,2.3934108527131785,2.0714285714285716,2.375,3.020940430396055
2454416.0,240,209,25.0,4.0,8,2.7027027027027026,1.9138755980861244,2.232142857142857,1.25,3.0188819162392644
2340519.0,32,26,3.0,0.0,1,2.8828828828828827,2.0512820512820515,2.142857142857143,0.0,3.015407868142791
3851322.0,145,117,17.0,2.0,5,2.6126126126126126,2.065527065527066,2.4285714285714284,1.0,3.0123671133488807
3083632.0,703,509,79.0,21.0,27,2.345679012345679,2.3018991486574985,2.08994708994709,1.9444444444444444,3.009747296846306
4069666.0,1000,808,76.0,42.0,37,2.4348672997321645,2.062706270627063,1.4671814671814671,2.8378378378378377,3.0096132729403524
6249256.0,2489,1542,164.0,163.0,113,1.9843737542852584,2.6902291396454823,1.0366624525916561,3.606194690265487,3.0053564219889886
258649.0,184,120,13.0,11.0,8,2.072072072072072,2.555555555555556,1.1607142857142858,3.4375,3.0040058591951997
8004716.0,26,22,0.0,2.0,1,2.3423423423423424,1.96969696969697,0.0,5.0,3.00341652375313
6210462.0,208,150,19.0,1.0,7,2.676962676962677,2.3111111111111113,1.9387755102040818,0.3571428571428571,3.00252196553539
2035025.0,377,296,28.0,15.0,14,2.425997425997426,2.122747747747748,1.4285714285714286,2.6785714285714284,3.001367927735389
5508488.0,10,3,2.0,0.0,1,0.9009009009009008,5.555555555555556,1.4285714285714286,0.0,3.0006203358237022
9301165.0,4,1,1.0,0.0,1,0.36036036036036034,6.666666666666667,0.7142857142857143,0.0,2.98951325599292
7753717.0,4,1,1.0,0.0,1,0.36036036036036034,6.666666666666667,0.7142857142857143,0.0,2.98951325599292
9471111.0,99,80,8.0,6.0,4,2.22972972972973,2.0625,1.4285714285714286,3.75,2.989331697957224
3280024.0,208,119,22.0,11.0,10,1.8738738738738738,2.913165266106443,1.5714285714285716,2.75,2.978122216881396
