bowler_id,runs,wicket_count,balls_bowled,maiden,dots,Fours,Sixes,wides,noballs,matches,economy_rate,average_wickets,dots_per_over,noballs_per_over,fours_per_over,sixes_per_over,bowl_performance_score
7586963.0,32,3,42,0,20.0,1,1,1,0,2,1.693121693121693,3.75,4.761904761904762,0.0,0.23809523809523808,0.31746031746031744,7.230463730872562
2083094.0,27,2,24,0,9.0,2,0,2,0,1,2.5,5.0,3.75,0.0,0.8333333333333334,0.0,7.205641864268193
7491091.0,127,10,144,2,81.0,10,3,4,0,7,1.9598765432098761,3.5714285714285716,5.625,0.0,0.6944444444444445,0.2777777777777778,7.196637853833275
4949790.0,14,2,12,0,5.0,2,0,0,0,1,2.5925925925925926,5.0,4.166666666666667,0.0,1.6666666666666667,0.0,7.1954210956663935
1637341.0,135,10,162,0,84.0,7,5,1,0,7,1.8518518518518516,3.5714285714285716,5.185185185185185,0.0,0.43209876543209874,0.411522633744856,7.146858925272662
7753570.0,123,9,132,1,68.0,13,1,6,0,6,2.0707070707070705,3.75,5.151515151515151,0.0,0.9848484848484848,0.10101010101010102,7.126663197799747
7924048.0,324,23,306,1,160.0,26,12,14,0,14,2.3529411764705883,4.107142857142857,5.2287581699346415,0.0,0.8496732026143791,0.5228758169934641,7.12464871475982
7921262.0,178,13,162,0,71.0,12,8,4,0,7,2.4417009602194786,4.642857142857143,4.382716049382717,0.0,0.7407407407407407,0.6584362139917695,7.123280855905549
8059113.0,86,7,54,2,29.0,10,5,2,1,3,3.539094650205761,5.833333333333334,5.370370370370371,0.6666666666666666,1.851851851851852,1.234567901234568,7.117743254292723
3489093.0,10,1,12,0,8.0,0,0,5,0,1,1.8518518518518516,2.5,6.666666666666667,0.0,0.0,0.0,7.093213409648405
9329494.0,45,4,48,0,31.0,8,0,1,1,3,2.083333333333333,3.333333333333333,6.458333333333334,0.75,1.6666666666666667,0.0,7.079926410466067
2875354.0,78,5,48,0,19.0,7,5,2,0,2,3.6111111111111107,6.25,3.9583333333333335,0.0,1.4583333333333335,1.3888888888888888,7.062551103843009
8354800.0,3,1,6,0,3.0,0,0,0,0,1,1.1111111111111112,2.5,5.0,0.0,0.0,0.0,7.05233033524121
280587.0,200,13,188,0,100.0,13,11,3,2,8,2.3640661938534278,4.0625,5.319148936170213,0.3829787234042553,0.6914893617021277,0.7801418439716312,7.037390616029644
7341872.0,63,4,48,0,21.0,5,3,0,0,2,2.9166666666666665,5.0,4.375,0.0,1.0416666666666667,0.8333333333333334,7.021668029435814
1632819.0,117,9,114,0,41.0,11,1,0,0,5,2.2807017543859653,4.5,3.5964912280701755,0.0,0.9649122807017545,0.11695906432748537,7.020914920170417
6845950.0,153,13,127,0,38.0,8,4,3,2,6,2.677165354330709,5.416666666666666,2.992125984251969,0.5669291338582677,0.6299212598425197,0.4199475065616798,7.013797232827499
8414699.0,137,9,120,0,52.0,11,5,1,0,5,2.5370370370370368,4.5,4.333333333333334,0.0,0.9166666666666666,0.5555555555555556,7.009403107113655
8518446.0,15,1,24,0,13.0,1,0,0,0,1,1.3888888888888888,2.5,5.416666666666667,0.0,0.4166666666666667,0.0,6.991005723630417
6528458.0,85,6,66,0,28.0,7,5,1,0,3,2.8619528619528616,5.0,4.242424242424242,0.0,1.0606060606060606,1.0101010101010102,6.989147402066454
6565684.0,191,13,198,2,101.0,18,4,4,1,9,2.143658810325477,3.611111111111111,5.101010101010101,0.18181818181818182,0.9090909090909091,0.26936026936026936,6.976015263014445
393889.0,153,10,162,0,78.0,14,1,8,0,7,2.098765432098765,3.5714285714285716,4.814814814814815,0.0,0.8641975308641975,0.0823045267489712,6.972727312056829
2943443.0,241,18,292,1,146.0,7,9,4,0,14,1.8340943683409434,3.2142857142857144,5.0,0.0,0.23972602739726026,0.410958904109589,6.970364171385688
4859476.0,114,8,84,0,37.0,14,4,2,0,4,3.0158730158730154,5.0,4.404761904761905,0.0,1.6666666666666667,0.6349206349206349,6.967643966826305
9265374.0,34,2,24,0,11.0,4,1,1,0,1,3.148148148148148,5.0,4.583333333333334,0.0,1.6666666666666667,0.5555555555555556,6.960343417825021
6650230.0,73,5,66,0,31.0,3,5,1,0,3,2.4579124579124576,4.166666666666667,4.696969696969697,0.0,0.45454545454545453,1.0101010101010102,6.944547684531331
7753549.0,112,9,109,1,55.0,4,7,3,0,6,2.2833843017329256,3.75,5.045871559633028,0.0,0.3669724770642202,0.8562691131498472,6.9437463899120075
4232325.0,297,21,228,2,104.0,29,14,4,1,11,2.894736842105263,4.772727272727273,4.56140350877193,0.15789473684210525,1.2719298245614037,0.8187134502923976,6.934121522493515
2461129.0,499,32,385,1,173.0,47,21,10,1,17,2.8802308802308803,4.705882352941177,4.4935064935064934,0.09350649350649351,1.220779220779221,0.7272727272727273,6.9227213073588905
8725107.0,180,14,166,1,81.0,17,6,1,0,9,2.4096385542168672,3.888888888888889,4.879518072289157,0.0,1.0240963855421688,0.48192771084337344,6.9193372016274415
7557689.0,92,8,89,1,38.0,3,5,3,0,5,2.297128589263421,4.0,4.269662921348315,0.0,0.33707865168539325,0.7490636704119851,6.894677850560878
2331034.0,65,5,56,0,25.0,5,2,5,0,3,2.5793650793650795,4.166666666666667,4.464285714285715,0.0,0.8928571428571429,0.47619047619047616,6.885877818011914
5386716.0,42,3,48,0,17.0,3,0,0,0,2,1.9444444444444444,3.75,3.541666666666667,0.0,0.625,0.0,6.86835650040883
7993551.0,54,5,78,0,40.0,3,0,4,0,5,1.538461538461538,2.5,5.128205128205128,0.0,0.38461538461538464,0.0,6.8636392225926155
2701579.0,14,1,18,0,10.0,1,0,1,0,1,1.728395061728395,2.5,5.555555555555556,0.0,0.5555555555555556,0.0,6.861542654674298
6584164.0,58,5,66,1,32.0,4,1,1,0,4,1.9528619528619526,3.125,4.848484848484849,0.0,0.6060606060606061,0.20202020202020204,6.848844123987215
8118123.0,117,9,107,1,51.0,12,3,3,0,6,2.4299065420560746,3.75,4.766355140186916,0.0,1.1214953271028036,0.37383177570093457,6.83282261330725
316441.0,144,9,138,1,60.0,16,1,1,0,6,2.3188405797101446,3.75,4.347826086956522,0.0,1.1594202898550725,0.0966183574879227,6.827473426001635
4377862.0,53,3,48,0,23.0,2,3,1,0,2,2.4537037037037037,3.75,4.791666666666667,0.0,0.4166666666666667,0.8333333333333334,6.812142273098937
8228401.0,112,6,108,2,65.0,13,4,4,0,5,2.304526748971193,3.0,6.018518518518519,0.0,1.2037037037037037,0.49382716049382713,6.80975742709185
8298723.0,6,1,6,0,4.0,1,0,1,0,1,2.2222222222222223,2.5,6.666666666666667,0.0,1.6666666666666667,0.0,6.807031888798037
5419490.0,48,3,48,0,19.0,3,1,0,0,2,2.2222222222222223,3.75,3.9583333333333335,0.0,0.625,0.2777777777777778,6.796811120196239
2286458.0,32,2,24,0,8.0,3,1,1,0,1,2.962962962962963,5.0,3.3333333333333335,0.0,1.25,0.5555555555555556,6.796811120196239
2034479.0,109,7,120,3,64.0,8,4,2,0,6,2.0185185185185186,2.916666666666667,5.333333333333334,0.0,0.6666666666666667,0.4444444444444445,6.794766966475879
2964583.0,22,1,24,0,15.0,2,1,0,0,1,2.0370370370370368,2.5,6.25,0.0,0.8333333333333334,0.5555555555555556,6.776369582992641
8986193.0,335,21,259,2,118.0,35,10,22,3,12,2.8743028743028742,4.375,4.555984555984556,0.416988416988417,1.3513513513513515,0.5148005148005148,6.76708802015425
8447396.0,445,30,366,0,136.0,30,18,2,0,17,2.701882210078931,4.411764705882353,3.7158469945355197,0.0,0.819672131147541,0.6557377049180328,6.753730137015465
8487380.0,38,4,36,0,18.0,6,0,0,0,3,2.345679012345679,3.333333333333333,5.0,0.0,1.6666666666666667,0.0,6.7525211229217765
3691106.0,206,12,178,1,86.0,21,8,2,0,8,2.5717852684144815,3.75,4.831460674157303,0.0,1.1797752808988764,0.599250936329588,6.747085358347038
1956877.0,161,10,113,0,43.0,19,4,4,1,5,3.1661750245821043,5.0,3.8053097345132745,0.3185840707964602,1.68141592920354,0.471976401179941,6.744947503238084
4172083.0,604,36,440,2,195.0,50,23,32,5,20,3.05050505050505,4.5,4.4318181818181825,0.40909090909090906,1.1363636363636362,0.6969696969696969,6.707240020813201
5442772.0,224,13,234,0,105.0,14,6,7,1,10,2.1272554605887937,3.25,4.487179487179488,0.15384615384615385,0.5982905982905983,0.3418803418803419,6.704614545988218
8246419.0,44,3,54,0,27.0,3,0,1,0,3,1.810699588477366,2.5,5.0,0.0,0.5555555555555556,0.0,6.702552920868538
6739830.0,321,23,255,0,109.0,28,10,16,0,14,2.7973856209150325,4.107142857142857,4.2745098039215685,0.0,1.0980392156862746,0.5228758169934641,6.699464740924988
2180002.0,57,3,66,0,36.0,7,1,1,0,3,1.9191919191919191,2.5,5.454545454545454,0.0,1.0606060606060606,0.20202020202020204,6.688099308704378
9307892.0,108,7,96,1,46.0,12,3,1,0,5,2.5,3.5,4.791666666666667,0.0,1.25,0.4166666666666667,6.681316434995911
7409569.0,232,15,192,0,73.0,18,8,4,0,9,2.685185185185185,4.166666666666667,3.8020833333333335,0.0,0.9375,0.5555555555555556,6.677994685200327
4888414.0,455,27,396,1,190.0,38,18,10,1,19,2.55331088664422,3.552631578947368,4.7979797979797985,0.09090909090909091,0.9595959595959596,0.6060606060606061,6.662526195813625
7005550.0,99,7,90,1,52.0,9,4,2,0,6,2.4444444444444446,2.916666666666667,5.777777777777778,0.0,1.0000000000000002,0.5925925925925926,6.658490051785227
8913897.0,31,2,36,0,18.0,2,0,1,0,2,1.9135802469135803,2.5,5.0,0.0,0.5555555555555556,0.0,6.657127282638321
9009195.0,68,4,42,0,18.0,6,3,8,0,2,3.597883597883598,5.0,4.285714285714286,0.0,1.4285714285714286,0.9523809523809523,6.655180469571311
7491385.0,576,37,456,1,187.0,48,21,26,3,22,2.807017543859649,4.204545454545455,4.100877192982456,0.23684210526315788,1.0526315789473684,0.6140350877192982,6.654952720387157
7412922.0,174,12,156,0,64.0,6,10,3,0,8,2.4786324786324787,3.75,4.102564102564103,0.0,0.38461538461538464,0.8547008547008547,6.64821686898547
1893401.0,307,18,240,0,104.0,29,14,1,0,11,2.842592592592592,4.090909090909091,4.333333333333334,0.0,1.2083333333333333,0.7777777777777778,6.639690031963131
8464343.0,221,13,198,2,115.0,22,8,20,1,11,2.4803591470258137,2.9545454545454546,5.808080808080808,0.18181818181818182,1.1111111111111112,0.5387205387205387,6.639039619415743
3420353.0,64,4,60,0,27.0,7,1,2,0,3,2.3703703703703702,3.333333333333333,4.500000000000001,0.0,1.1666666666666667,0.22222222222222224,6.635322976287816
7712494.0,74,4,48,0,18.0,4,4,4,0,2,3.4259259259259256,5.0,3.75,0.0,0.8333333333333334,1.1111111111111112,6.633278822567457
7341900.0,147,8,174,1,86.0,12,2,6,0,8,1.8773946360153255,2.5,4.942528735632185,0.0,0.6896551724137931,0.15325670498084293,6.6279922181182505
7881775.0,68,4,69,1,28.0,5,2,0,0,3,2.1900161030595813,3.333333333333333,4.057971014492754,0.0,0.7246376811594204,0.3864734299516908,6.625724341426997
8067037.0,27,2,18,0,6.0,2,1,0,0,1,3.333333333333333,5.0,3.3333333333333335,0.0,1.1111111111111112,0.7407407407407407,6.616244208231125
6652848.0,111,6,108,0,53.0,13,2,3,0,5,2.28395061728395,3.0,4.907407407407408,0.0,1.2037037037037037,0.24691358024691357,6.609884618878895
8059379.0,163,9,140,1,74.0,14,8,7,0,7,2.587301587301587,3.2142857142857144,5.2857142857142865,0.0,1.0000000000000002,0.761904761904762,6.593271814040415
8725212.0,89,5,66,0,29.0,8,5,0,0,3,2.996632996632996,4.166666666666667,4.393939393939394,0.0,1.2121212121212122,1.0101010101010102,6.584033301122426
4397665.0,12,1,12,0,7.0,0,1,0,0,1,2.2222222222222223,2.5,5.833333333333334,0.0,0.0,1.1111111111111112,6.582174979558463
7950431.0,11,1,12,0,6.0,1,0,0,0,1,2.0370370370370368,2.5,5.0,0.0,0.8333333333333334,0.0,6.582174979558463
9309600.0,14,1,12,0,8.0,3,0,1,0,1,2.5925925925925926,2.5,6.666666666666667,0.0,2.5,0.0,6.582174979558462
4038873.0,28,2,18,0,7.0,2,2,0,0,1,3.45679012345679,5.0,3.8888888888888893,0.0,1.1111111111111112,1.4814814814814814,6.57536113382393
9009496.0,24,1,24,0,14.0,3,1,0,0,1,2.2222222222222223,2.5,5.833333333333334,0.0,1.25,0.5555555555555556,6.5719542109566635
8776767.0,74,5,72,0,31.0,6,1,3,0,4,2.28395061728395,3.125,4.305555555555556,0.0,0.8333333333333334,0.18518518518518517,6.568547288089397
1460612.0,22,2,25,1,13.0,0,2,0,0,2,1.9555555555555555,2.5,5.2,0.0,0.0,1.0666666666666667,6.566639411283728
8228184.0,67,4,43,0,16.0,8,3,1,0,2,3.462532299741602,5.0,3.7209302325581395,0.0,1.8604651162790697,0.9302325581395349,6.561733442354865
3633503.0,126,9,138,0,59.0,5,3,4,0,8,2.0289855072463765,2.8125,4.27536231884058,0.0,0.3623188405797102,0.2898550724637681,6.555734295566852
8228478.0,49,4,60,1,27.0,1,2,1,0,4,1.8148148148148149,2.5,4.500000000000001,0.0,0.16666666666666669,0.4444444444444445,6.553556827473426
7873172.0,112,7,97,0,41.0,9,3,3,0,5,2.565864833906071,3.5,4.22680412371134,0.0,0.9278350515463918,0.4123711340206186,6.5518709274978715
2550414.0,781,43,630,0,247.0,67,26,13,4,27,2.7548500881834213,3.9814814814814814,3.920634920634921,0.2285714285714286,1.0634920634920635,0.5502645502645503,6.549507456294046
6686658.0,599,37,466,2,202.0,66,13,28,3,24,2.856461611826419,3.854166666666667,4.334763948497854,0.23175965665236054,1.4163090128755367,0.3719599427753934,6.539664478047719
9113208.0,17,1,18,0,9.0,2,0,0,0,1,2.098765432098765,2.5,5.0,0.0,1.1111111111111112,0.0,6.534478059416735
9822133.0,38,3,36,0,10.0,2,0,0,0,2,2.345679012345679,3.75,2.777777777777778,0.0,0.5555555555555556,0.0,6.527664213682202
7341186.0,473,26,478,1,206.0,27,13,15,0,22,2.198977219897722,2.9545454545454546,4.309623430962343,0.0,0.5648535564853556,0.3626220362622037,6.525344551478928
4393402.0,670,36,504,1,198.0,60,21,13,1,22,2.954144620811287,4.090909090909091,3.928571428571429,0.07142857142857142,1.1904761904761905,0.5555555555555556,6.524584709376206
9471244.0,215,11,191,0,83.0,16,4,6,3,8,2.5014543339150666,3.4375,4.345549738219895,0.5654450261780104,0.8376963350785342,0.27923211169284473,6.521936659060845
8425696.0,237,14,183,1,77.0,15,12,11,0,9,2.8779599271402554,3.888888888888889,4.207650273224044,0.0,0.819672131147541,0.8743169398907104,6.521520582282213
190574.0,101,5,84,1,45.0,10,5,1,0,4,2.6719576719576716,3.125,5.357142857142858,0.0,1.1904761904761905,0.7936507936507936,6.513549818946385
3373866.0,1396,72,1190,6,567.0,122,51,37,10,54,2.606909430438842,3.333333333333333,4.764705882352941,0.3025210084033614,1.0252100840336136,0.5714285714285714,6.503810027690553
9104101.0,41,3,42,0,24.0,4,1,2,1,3,2.169312169312169,2.5,5.714285714285714,0.8571428571428571,0.9523809523809523,0.31746031746031744,6.499824786823969
4472397.0,373,22,252,0,99.0,41,12,4,3,12,3.2892416225749557,4.583333333333333,3.928571428571429,0.42857142857142855,1.6269841269841272,0.6349206349206349,6.497683292450258
4908518.0,158,8,138,0,78.0,19,6,4,1,7,2.544283413848631,2.8571428571428568,5.6521739130434785,0.2608695652173913,1.3768115942028987,0.5797101449275363,6.4961681640198465
7742860.0,39,2,42,0,20.0,5,0,1,0,2,2.0634920634920633,2.5,4.761904761904762,0.0,1.1904761904761905,0.0,6.49164817194253
6346752.0,36,2,24,0,7.0,2,2,0,0,1,3.333333333333333,5.0,2.916666666666667,0.0,0.8333333333333334,1.1111111111111112,6.490188062142273
6015834.0,16,1,24,1,14.0,1,0,1,0,2,1.4814814814814814,1.25,5.833333333333334,0.0,0.4166666666666667,0.0,6.490188062142273
7276380.0,841,50,605,1,263.0,86,30,18,9,30,3.089072543617998,4.166666666666667,4.347107438016529,0.5355371900826447,1.4214876033057853,0.6611570247933884,6.490008987518836
7543647.0,230,13,211,0,84.0,18,3,5,0,10,2.422327540810953,3.25,3.981042654028436,0.0,0.8530805687203793,0.1895734597156398,6.488899567143183
4859490.0,1461,78,1094,4,477.0,144,53,42,7,50,2.967702620353443,3.9000000000000004,4.360146252285192,0.2303473491773309,1.3162705667276051,0.6459475929311396,6.48363256953486
9047555.0,2,0,6,0,4.0,0,0,0,0,1,0.7407407407407407,0.0,6.666666666666667,0.0,0.0,0.0,6.479967293540474
8766575.0,18,1,18,0,9.0,2,0,1,0,1,2.2222222222222223,2.5,5.0,0.0,1.1111111111111112,0.0,6.479967293540474
4403468.0,204,12,170,0,67.0,14,10,6,1,8,2.666666666666666,3.75,3.9411764705882355,0.21176470588235294,0.823529411764706,0.7843137254901961,6.476456158914916
8130436.0,89,5,96,0,45.0,9,1,2,0,5,2.060185185185185,2.5,4.6875,0.0,0.9375,0.1388888888888889,6.474856909239575
7907472.0,62,5,48,0,16.0,3,3,1,0,3,2.8703703703703702,4.166666666666667,3.3333333333333335,0.0,0.625,0.8333333333333334,6.474856909239574
5419574.0,882,44,673,3,302.0,95,28,19,0,30,2.912332838038633,3.6666666666666665,4.48736998514116,0.0,1.411589895988113,0.5547300643883111,6.473455160440249
9361484.0,38,2,24,0,8.0,3,2,0,0,1,3.518518518518518,5.0,3.3333333333333335,0.0,1.25,1.1111111111111112,6.469746524938675
4068133.0,242,13,215,0,95.0,8,16,4,0,10,2.5012919896640824,3.25,4.418604651162791,0.0,0.37209302325581395,0.9922480620155039,6.4678925250527675
3546297.0,1038,52,805,1,349.0,95,41,13,2,35,2.8654244306418213,3.7142857142857144,4.335403726708075,0.08944099378881987,1.1801242236024845,0.6790890269151139,6.467209742868317
7783432.0,478,28,367,2,165.0,44,16,28,3,19,2.8943384801695426,3.6842105263157894,4.4959128065395095,0.2942779291553133,1.1989100817438691,0.581289736603088,6.4594630216608175
7620297.0,186,12,114,0,40.0,24,6,3,0,6,3.6257309941520464,5.0,3.508771929824561,0.0,2.1052631578947367,0.7017543859649122,6.45844988595774
2288824.0,302,18,244,0,91.0,26,8,8,0,12,2.7504553734061927,3.75,3.7295081967213117,0.0,1.0655737704918031,0.4371584699453552,6.457180006165972
4169339.0,43,2,42,1,22.0,5,1,2,0,2,2.275132275132275,2.5,5.238095238095239,0.0,1.1904761904761905,0.31746031746031744,6.456605536736363
4017523.0,498,27,404,4,174.0,53,17,4,1,19,2.7392739273927393,3.552631578947368,4.306930693069307,0.0891089108910891,1.311881188118812,0.5610561056105611,6.452972533987916
7419488.0,23,1,24,0,11.0,2,0,3,0,1,2.1296296296296293,2.5,4.583333333333334,0.0,0.8333333333333334,0.0,6.449304987735077
3057256.0,161,9,138,0,61.0,15,4,4,0,7,2.5925925925925926,3.2142857142857144,4.420289855072465,0.0,1.0869565217391306,0.3864734299516908,6.448733640421933
